	sim_id	lbgi_icgm	lbgi_ideal	lbgi_diff	dkai_icgm	dkai_ideal	dkai_diff	bg_condition	true_start_bg	start_bg_with_offset	sbr	isf	cir	ylw	age	max_bolus_delivered	traditional_bolus_delivered	bolus_diff
509	icgm_analysis_coastal_vp_1_80a5c60283c2b095d69cca4f64c26e2564958a07e2f0e19fafd073ed47d2b5e7_tbg=130_sbg=90	35.55	43.74	-8.190000000000005	2.083	1.833	0.2500000000000002	1	130	90				0	6	0.3583329275399313	0	0.3583329275399313
510	icgm_analysis_coastal_vp_1_80a5c60283c2b095d69cca4f64c26e2564958a07e2f0e19fafd073ed47d2b5e7_tbg=130_sbg=95	37.63	43.74	-6.109999999999999	2.083	1.833	0.2500000000000002	1	130	95				0	6	0.3923838766849424	0	0.3923838766849424
511	icgm_analysis_coastal_vp_1_80a5c60283c2b095d69cca4f64c26e2564958a07e2f0e19fafd073ed47d2b5e7_tbg=135_sbg=100	36.64	39.82	-3.1799999999999997	2.0	2.083	-0.08300000000000018	1	135	100				0	6	0.3669578493414319	0	0.3669578493414319
512	icgm_analysis_coastal_vp_1_80a5c60283c2b095d69cca4f64c26e2564958a07e2f0e19fafd073ed47d2b5e7_tbg=135_sbg=105	37.03	39.82	-2.789999999999999	2.083	2.083	0.0	1	135	105				0	6	0.3723462026273832	0	0.3723462026273832
513	icgm_analysis_coastal_vp_1_80a5c60283c2b095d69cca4f64c26e2564958a07e2f0e19fafd073ed47d2b5e7_tbg=135_sbg=110	37.86	39.82	-1.9600000000000009	2.083	2.083	0.0	1	135	110				0	6	0.3835457537814826	0	0.3835457537814826
514	icgm_analysis_coastal_vp_1_80a5c60283c2b095d69cca4f64c26e2564958a07e2f0e19fafd073ed47d2b5e7_tbg=135_sbg=115	37.72	39.82	-2.1000000000000014	2.083	2.083	0.0	1	135	115				0	6	0.370460719999621	0	0.370460719999621
515	icgm_analysis_coastal_vp_1_80a5c60283c2b095d69cca4f64c26e2564958a07e2f0e19fafd073ed47d2b5e7_tbg=135_sbg=120	37.83	39.82	-1.990000000000002	2.083	2.083	0.0	1	135	120				0	6	0.3910705850641537	0	0.3910705850641537
516	icgm_analysis_coastal_vp_1_80a5c60283c2b095d69cca4f64c26e2564958a07e2f0e19fafd073ed47d2b5e7_tbg=135_sbg=125	40.33	39.82	0.509999999999998	2.167	2.083	0.08399999999999963	1	135	125				0	6	0.4274797099645494	0	0.4274797099645494
517	icgm_analysis_coastal_vp_1_80a5c60283c2b095d69cca4f64c26e2564958a07e2f0e19fafd073ed47d2b5e7_tbg=135_sbg=130	40.49	39.82	0.6700000000000017	2.167	2.083	0.08399999999999963	1	135	130				0	6	0.4076948890021418	0	0.4076948890021418
518	icgm_analysis_coastal_vp_1_80a5c60283c2b095d69cca4f64c26e2564958a07e2f0e19fafd073ed47d2b5e7_tbg=135_sbg=135	39.82	39.82	0.0	2.083	2.083	0.0	1	135	135				0	6	0.4188433081235604	0	0.4188433081235604
519	icgm_analysis_coastal_vp_1_80a5c60283c2b095d69cca4f64c26e2564958a07e2f0e19fafd073ed47d2b5e7_tbg=135_sbg=140	36.89	39.82	-2.9299999999999997	2.083	2.083	0.0	1	135	140				0	6	0.3895933813240606	0	0.3895933813240606
520	icgm_analysis_coastal_vp_1_80a5c60283c2b095d69cca4f64c26e2564958a07e2f0e19fafd073ed47d2b5e7_tbg=135_sbg=145	40.66	39.82	0.8399999999999963	2.167	2.083	0.08399999999999963	1	135	145				0	6	0.3798103730600271	0	0.3798103730600271
521	icgm_analysis_coastal_vp_1_80a5c60283c2b095d69cca4f64c26e2564958a07e2f0e19fafd073ed47d2b5e7_tbg=135_sbg=150	41.71	39.82	1.8900000000000006	2.083	2.083	0.0	1	135	150				0	6	0.419141773606565	0	0.419141773606565
522	icgm_analysis_coastal_vp_1_80a5c60283c2b095d69cca4f64c26e2564958a07e2f0e19fafd073ed47d2b5e7_tbg=135_sbg=155	41.7	39.82	1.8800000000000026	2.083	2.083	0.0	1	135	155				0	6	0.4005989611832116	0	0.4005989611832116
523	icgm_analysis_coastal_vp_1_80a5c60283c2b095d69cca4f64c26e2564958a07e2f0e19fafd073ed47d2b5e7_tbg=135_sbg=160	42.07	39.82	2.25	2.0	2.083	-0.08300000000000018	1	135	160				0	6	0.4345758352874644	0	0.4345758352874644
524	icgm_analysis_coastal_vp_1_80a5c60283c2b095d69cca4f64c26e2564958a07e2f0e19fafd073ed47d2b5e7_tbg=135_sbg=165	43.46	39.82	3.6400000000000006	2.0	2.083	-0.08300000000000018	1	135	165				0	6	0.4521318962434837	0	0.4521318962434837
525	icgm_analysis_coastal_vp_1_80a5c60283c2b095d69cca4f64c26e2564958a07e2f0e19fafd073ed47d2b5e7_tbg=135_sbg=170	43.22	39.82	3.3999999999999986	1.917	2.083	-0.16600000000000015	1	135	170				0	6	0.4710115498286578	0	0.4710115498286578
526	icgm_analysis_coastal_vp_1_80a5c60283c2b095d69cca4f64c26e2564958a07e2f0e19fafd073ed47d2b5e7_tbg=135_sbg=175	43.76	39.82	3.9399999999999977	2.0	2.083	-0.08300000000000018	1	135	175				0	6	0.4582756183307812	0	0.4582756183307812
527	icgm_analysis_coastal_vp_1_80a5c60283c2b095d69cca4f64c26e2564958a07e2f0e19fafd073ed47d2b5e7_tbg=135_sbg=180	43.54	39.82	3.719999999999999	2.0	2.083	-0.08300000000000018	1	135	180				0	6	0.4714437414875147	0	0.4714437414875147
528	icgm_analysis_coastal_vp_1_80a5c60283c2b095d69cca4f64c26e2564958a07e2f0e19fafd073ed47d2b5e7_tbg=135_sbg=185	43.62	39.82	3.799999999999997	2.083	2.083	0.0	1	135	185				0	6	0.4587966276221089	0	0.4587966276221089
529	icgm_analysis_coastal_vp_1_80a5c60283c2b095d69cca4f64c26e2564958a07e2f0e19fafd073ed47d2b5e7_tbg=135_sbg=190	42.25	39.82	2.4299999999999997	2.083	2.083	0.0	1	135	190				0	6	0.5202644554665029	0	0.5202644554665029
530	icgm_analysis_coastal_vp_1_80a5c60283c2b095d69cca4f64c26e2564958a07e2f0e19fafd073ed47d2b5e7_tbg=135_sbg=195	42.6	39.82	2.780000000000001	2.25	2.083	0.16699999999999982	1	135	195				0	6	0.5070098385193963	0	0.5070098385193963
531	icgm_analysis_coastal_vp_1_80a5c60283c2b095d69cca4f64c26e2564958a07e2f0e19fafd073ed47d2b5e7_tbg=135_sbg=200	42.84	39.82	3.020000000000003	2.25	2.083	0.16699999999999982	1	135	200				0	6	0.4981940457843288	0	0.4981940457843288
532	icgm_analysis_coastal_vp_1_80a5c60283c2b095d69cca4f64c26e2564958a07e2f0e19fafd073ed47d2b5e7_tbg=135_sbg=205	41.92	39.82	2.1000000000000014	2.25	2.083	0.16699999999999982	1	135	205				0	6	0.4906232872398157	0	0.4906232872398157
533	icgm_analysis_coastal_vp_1_80a5c60283c2b095d69cca4f64c26e2564958a07e2f0e19fafd073ed47d2b5e7_tbg=135_sbg=210	42.76	39.82	2.9399999999999977	2.167	2.083	0.08399999999999963	1	135	210				0	6	0.5075926411354538	0	0.5075926411354538
534	icgm_analysis_coastal_vp_1_80a5c60283c2b095d69cca4f64c26e2564958a07e2f0e19fafd073ed47d2b5e7_tbg=135_sbg=215	41.72	39.82	1.8999999999999986	2.25	2.083	0.16699999999999982	1	135	215				0	6	0.4919401765330852	0	0.4919401765330852
535	icgm_analysis_coastal_vp_1_80a5c60283c2b095d69cca4f64c26e2564958a07e2f0e19fafd073ed47d2b5e7_tbg=135_sbg=220	43.08	39.82	3.259999999999998	2.25	2.083	0.16699999999999982	1	135	220				0	6	0.5082890231140114	0	0.5082890231140114
536	icgm_analysis_coastal_vp_1_80a5c60283c2b095d69cca4f64c26e2564958a07e2f0e19fafd073ed47d2b5e7_tbg=135_sbg=225	42.74	39.82	2.9200000000000017	2.25	2.083	0.16699999999999982	1	135	225				0	6	0.5051174992436758	0	0.5051174992436758
537	icgm_analysis_coastal_vp_1_80a5c60283c2b095d69cca4f64c26e2564958a07e2f0e19fafd073ed47d2b5e7_tbg=135_sbg=230	42.14	39.82	2.3200000000000003	2.333	2.083	0.25	1	135	230				0	6	0.4683736668573272	0	0.4683736668573272
538	icgm_analysis_coastal_vp_1_80a5c60283c2b095d69cca4f64c26e2564958a07e2f0e19fafd073ed47d2b5e7_tbg=135_sbg=235	41.98	39.82	2.1599999999999966	2.25	2.083	0.16699999999999982	1	135	235				0	6	0.4810715684452582	0	0.4810715684452582
539	icgm_analysis_coastal_vp_1_80a5c60283c2b095d69cca4f64c26e2564958a07e2f0e19fafd073ed47d2b5e7_tbg=135_sbg=240	42.57	39.82	2.75	2.417	2.083	0.33399999999999963	1	135	240				0	6	0.4426608495060227	0	0.4426608495060227
540	icgm_analysis_coastal_vp_1_80a5c60283c2b095d69cca4f64c26e2564958a07e2f0e19fafd073ed47d2b5e7_tbg=135_sbg=245	30.07	39.82	-9.75	2.417	2.083	0.33399999999999963	1	135	245				0	6	0.4175774809192822	0	0.4175774809192822
541	icgm_analysis_coastal_vp_1_80a5c60283c2b095d69cca4f64c26e2564958a07e2f0e19fafd073ed47d2b5e7_tbg=135_sbg=250	42.47	39.82	2.6499999999999986	2.417	2.083	0.33399999999999963	1	135	250				0	6	0.4484585431878074	0	0.4484585431878074
542	icgm_analysis_coastal_vp_1_80a5c60283c2b095d69cca4f64c26e2564958a07e2f0e19fafd073ed47d2b5e7_tbg=135_sbg=255	42.67	39.82	2.8500000000000014	2.417	2.083	0.33399999999999963	1	135	255				0	6	0.4419494314947825	0	0.4419494314947825
543	icgm_analysis_coastal_vp_1_80a5c60283c2b095d69cca4f64c26e2564958a07e2f0e19fafd073ed47d2b5e7_tbg=135_sbg=260	42.82	39.82	3.0	2.417	2.083	0.33399999999999963	1	135	260				0	6	0.4334735827609739	0	0.4334735827609739
544	icgm_analysis_coastal_vp_1_80a5c60283c2b095d69cca4f64c26e2564958a07e2f0e19fafd073ed47d2b5e7_tbg=135_sbg=265	36.63	39.82	-3.1899999999999977	2.417	2.083	0.33399999999999963	1	135	265				0	6	0.4062099006228076	0	0.4062099006228076
545	icgm_analysis_coastal_vp_1_80a5c60283c2b095d69cca4f64c26e2564958a07e2f0e19fafd073ed47d2b5e7_tbg=135_sbg=270	28.05	39.82	-11.77	2.417	2.083	0.33399999999999963	1	135	270				0	6	0.3895517418498673	0	0.3895517418498673
546	icgm_analysis_coastal_vp_1_80a5c60283c2b095d69cca4f64c26e2564958a07e2f0e19fafd073ed47d2b5e7_tbg=135_sbg=275	27.56	39.82	-12.260000000000002	2.417	2.083	0.33399999999999963	1	135	275				0	6	0.3992670632340891	0	0.3992670632340891
547	icgm_analysis_coastal_vp_1_80a5c60283c2b095d69cca4f64c26e2564958a07e2f0e19fafd073ed47d2b5e7_tbg=135_sbg=280	22.7	39.82	-17.12	2.417	2.083	0.33399999999999963	1	135	280				0	6	0.3761816414877639	0	0.3761816414877639
548	icgm_analysis_coastal_vp_1_80a5c60283c2b095d69cca4f64c26e2564958a07e2f0e19fafd073ed47d2b5e7_tbg=135_sbg=285	24.24	39.82	-15.580000000000002	2.417	2.083	0.33399999999999963	1	135	285				0	6	0.3908472479901052	0	0.3908472479901052
549	icgm_analysis_coastal_vp_1_80a5c60283c2b095d69cca4f64c26e2564958a07e2f0e19fafd073ed47d2b5e7_tbg=135_sbg=290	36.02	39.82	-3.799999999999997	2.583	2.083	0.5	1	135	290				0	6	0.4010955031363194	0	0.4010955031363194
550	icgm_analysis_coastal_vp_1_80a5c60283c2b095d69cca4f64c26e2564958a07e2f0e19fafd073ed47d2b5e7_tbg=135_sbg=295	30.79	39.82	-9.030000000000001	2.583	2.083	0.5	1	135	295				0	6	0.4095768177400831	0	0.4095768177400831
551	icgm_analysis_coastal_vp_1_80a5c60283c2b095d69cca4f64c26e2564958a07e2f0e19fafd073ed47d2b5e7_tbg=135_sbg=300	18.09	39.82	-21.73	2.583	2.083	0.5	1	135	300				0	6	0.4198250728862973	0	0.4198250728862973
552	icgm_analysis_coastal_vp_1_80a5c60283c2b095d69cca4f64c26e2564958a07e2f0e19fafd073ed47d2b5e7_tbg=135_sbg=305	32.03	39.82	-7.789999999999999	2.583	2.083	0.5	1	135	305				0	6	0.4300733280325117	0	0.4300733280325117
553	icgm_analysis_coastal_vp_1_80a5c60283c2b095d69cca4f64c26e2564958a07e2f0e19fafd073ed47d2b5e7_tbg=135_sbg=310	29.38	39.82	-10.440000000000001	2.583	2.083	0.5	1	135	310				0	6	0.4429719939924021	0	0.4429719939924021
554	icgm_analysis_coastal_vp_1_80a5c60283c2b095d69cca4f64c26e2564958a07e2f0e19fafd073ed47d2b5e7_tbg=135_sbg=315	30.47	39.82	-9.350000000000001	2.583	2.083	0.5	1	135	315				0	6	0.447035957240039	0	0.447035957240039
555	icgm_analysis_coastal_vp_1_80a5c60283c2b095d69cca4f64c26e2564958a07e2f0e19fafd073ed47d2b5e7_tbg=135_sbg=320	30.41	39.82	-9.41	2.667	2.083	0.5839999999999996	1	135	320				0	6	0.4599346231999293	0	0.4599346231999293
556	icgm_analysis_coastal_vp_1_80a5c60283c2b095d69cca4f64c26e2564958a07e2f0e19fafd073ed47d2b5e7_tbg=135_sbg=325	36.96	39.82	-2.8599999999999994	2.667	2.083	0.5839999999999996	1	135	325				0	6	0.4692994080749183	0	0.4692994080749183
557	icgm_analysis_coastal_vp_1_80a5c60283c2b095d69cca4f64c26e2564958a07e2f0e19fafd073ed47d2b5e7_tbg=135_sbg=330	54.59	39.82	14.770000000000003	3.0	2.083	0.9169999999999998	1	135	330				0	6	0.4883823659333863	0	0.4883823659333863
558	icgm_analysis_coastal_vp_1_80a5c60283c2b095d69cca4f64c26e2564958a07e2f0e19fafd073ed47d2b5e7_tbg=135_sbg=335	57.25	39.82	17.43	3.0	2.083	0.9169999999999998	1	135	335				0	6	0.495096739994699	0	0.495096739994699
559	icgm_analysis_coastal_vp_1_80a5c60283c2b095d69cca4f64c26e2564958a07e2f0e19fafd073ed47d2b5e7_tbg=135_sbg=340	60.74	39.82	20.92	2.667	2.083	0.5839999999999996	1	135	340				0	6	0.5044615248696882	0	0.5044615248696882
560	icgm_analysis_coastal_vp_1_80a5c60283c2b095d69cca4f64c26e2564958a07e2f0e19fafd073ed47d2b5e7_tbg=135_sbg=345	57.79	39.82	17.97	2.667	2.083	0.5839999999999996	1	135	345				0	6	0.515593250287128	0	0.515593250287128
561	icgm_analysis_coastal_vp_1_80a5c60283c2b095d69cca4f64c26e2564958a07e2f0e19fafd073ed47d2b5e7_tbg=135_sbg=350	61.64	39.82	21.82	2.667	2.083	0.5839999999999996	1	135	350				0	6	0.5240745648908913	0	0.5240745648908913
562	icgm_analysis_coastal_vp_1_80a5c60283c2b095d69cca4f64c26e2564958a07e2f0e19fafd073ed47d2b5e7_tbg=135_sbg=355	67.8	39.82	27.979999999999997	2.917	2.083	0.8339999999999996	1	135	355				0	6	0.5343228200371059	0	0.5343228200371059
563	icgm_analysis_coastal_vp_1_80a5c60283c2b095d69cca4f64c26e2564958a07e2f0e19fafd073ed47d2b5e7_tbg=135_sbg=360	70.19	39.82	30.369999999999997	2.917	2.083	0.8339999999999996	1	135	360				0	6	0.5463380157257708	0	0.5463380157257708
564	icgm_analysis_coastal_vp_1_80a5c60283c2b095d69cca4f64c26e2564958a07e2f0e19fafd073ed47d2b5e7_tbg=135_sbg=365	74.21	39.82	34.38999999999999	3.083	2.083	1.0	1	135	365				0	6	0.5495185087021821	0	0.5495185087021821
565	icgm_analysis_coastal_vp_1_80a5c60283c2b095d69cca4f64c26e2564958a07e2f0e19fafd073ed47d2b5e7_tbg=135_sbg=370	76.01	39.82	36.190000000000005	3.083	2.083	1.0	1	135	370				0	6	0.5597667638483965	0	0.5597667638483965
566	icgm_analysis_coastal_vp_1_80a5c60283c2b095d69cca4f64c26e2564958a07e2f0e19fafd073ed47d2b5e7_tbg=135_sbg=375	83.6	39.82	43.779999999999994	3.0	2.083	0.9169999999999998	1	135	375				0	6	0.5717819595370616	0	0.5717819595370616
567	icgm_analysis_coastal_vp_1_80a5c60283c2b095d69cca4f64c26e2564958a07e2f0e19fafd073ed47d2b5e7_tbg=135_sbg=380	84.73	39.82	44.910000000000004	3.083	2.083	1.0	1	135	380				0	6	0.584680625496952	0	0.584680625496952
568	icgm_analysis_coastal_vp_1_80a5c60283c2b095d69cca4f64c26e2564958a07e2f0e19fafd073ed47d2b5e7_tbg=135_sbg=385	87.1	39.82	47.279999999999994	3.083	2.083	1.0	1	135	385				0	6	0.5905115292870395	0	0.5905115292870395
569	icgm_analysis_coastal_vp_1_80a5c60283c2b095d69cca4f64c26e2564958a07e2f0e19fafd073ed47d2b5e7_tbg=135_sbg=390	97.26	39.82	57.440000000000005	3.167	2.083	1.0839999999999996	1	135	390				0	6	0.6060606060606062	0	0.6060606060606062
570	icgm_analysis_coastal_vp_1_80a5c60283c2b095d69cca4f64c26e2564958a07e2f0e19fafd073ed47d2b5e7_tbg=135_sbg=395	99.71	39.82	59.88999999999999	3.167	2.083	1.0839999999999996	1	135	395				0	6	0.6136584503931442	0	0.6136584503931442
571	icgm_analysis_coastal_vp_1_80a5c60283c2b095d69cca4f64c26e2564958a07e2f0e19fafd073ed47d2b5e7_tbg=135_sbg=40	19.51	39.82	-20.31	2.333	2.083	0.25	1	135	40				0	6	0.29684560692356	0	0.29684560692356
572	icgm_analysis_coastal_vp_1_80a5c60283c2b095d69cca4f64c26e2564958a07e2f0e19fafd073ed47d2b5e7_tbg=135_sbg=400	100.81	39.82	60.99	3.25	2.083	1.1669999999999998	1	135	400				0	6	0.6230232352681333	0	0.6230232352681333
573	icgm_analysis_coastal_vp_1_80a5c60283c2b095d69cca4f64c26e2564958a07e2f0e19fafd073ed47d2b5e7_tbg=135_sbg=45	21.16	39.82	-18.66	2.333	2.083	0.25	1	135	45				0	6	0.3302280511250874	0	0.3302280511250874
574	icgm_analysis_coastal_vp_1_80a5c60283c2b095d69cca4f64c26e2564958a07e2f0e19fafd073ed47d2b5e7_tbg=135_sbg=50	21.86	39.82	-17.96	2.333	2.083	0.25	1	135	50				0	6	0.3276665116562641	0	0.3276665116562641
575	icgm_analysis_coastal_vp_1_80a5c60283c2b095d69cca4f64c26e2564958a07e2f0e19fafd073ed47d2b5e7_tbg=135_sbg=55	22.8	39.82	-17.02	2.333	2.083	0.25	1	135	55				0	6	0.3465810811784985	0	0.3465810811784985
576	icgm_analysis_coastal_vp_1_80a5c60283c2b095d69cca4f64c26e2564958a07e2f0e19fafd073ed47d2b5e7_tbg=135_sbg=60	23.08	39.82	-16.740000000000002	2.417	2.083	0.33399999999999963	1	135	60				0	6	0.3577730004934443	0	0.3577730004934443
577	icgm_analysis_coastal_vp_1_80a5c60283c2b095d69cca4f64c26e2564958a07e2f0e19fafd073ed47d2b5e7_tbg=135_sbg=65	28.66	39.82	-11.16	2.417	2.083	0.33399999999999963	1	135	65				0	6	0.3481351059274116	0	0.3481351059274116
578	icgm_analysis_coastal_vp_1_80a5c60283c2b095d69cca4f64c26e2564958a07e2f0e19fafd073ed47d2b5e7_tbg=135_sbg=70	22.42	39.82	-17.4	2.417	2.083	0.33399999999999963	1	135	70				0	6	0.3474538516028213	0	0.3474538516028213
579	icgm_analysis_coastal_vp_1_80a5c60283c2b095d69cca4f64c26e2564958a07e2f0e19fafd073ed47d2b5e7_tbg=135_sbg=75	28.56	39.82	-11.260000000000002	2.417	2.083	0.33399999999999963	1	135	75				0	6	0.3728140699869786	0	0.3728140699869786
580	icgm_analysis_coastal_vp_1_80a5c60283c2b095d69cca4f64c26e2564958a07e2f0e19fafd073ed47d2b5e7_tbg=135_sbg=80	31.91	39.82	-7.91	2.25	2.083	0.16699999999999982	1	135	80				0	6	0.3876722121613482	0	0.3876722121613482
581	icgm_analysis_coastal_vp_1_80a5c60283c2b095d69cca4f64c26e2564958a07e2f0e19fafd073ed47d2b5e7_tbg=135_sbg=85	32.24	39.82	-7.579999999999998	2.25	2.083	0.16699999999999982	1	135	85				0	6	0.405935032520242	0	0.405935032520242
582	icgm_analysis_coastal_vp_1_80a5c60283c2b095d69cca4f64c26e2564958a07e2f0e19fafd073ed47d2b5e7_tbg=135_sbg=90	37.09	39.82	-2.729999999999997	2.083	2.083	0.0	1	135	90				0	6	0.36214761823421	0	0.36214761823421
583	icgm_analysis_coastal_vp_1_80a5c60283c2b095d69cca4f64c26e2564958a07e2f0e19fafd073ed47d2b5e7_tbg=135_sbg=95	34.02	39.82	-5.799999999999997	2.083	2.083	0.0	1	135	95				0	6	0.3738271162261466	0	0.3738271162261466
584	icgm_analysis_coastal_vp_1_80a5c60283c2b095d69cca4f64c26e2564958a07e2f0e19fafd073ed47d2b5e7_tbg=140_sbg=100	25.42	27.25	-1.8299999999999983	2.5	2.333	0.16699999999999982	1	140	100				0	6	0.3982826547315147	0	0.3982826547315147
585	icgm_analysis_coastal_vp_1_80a5c60283c2b095d69cca4f64c26e2564958a07e2f0e19fafd073ed47d2b5e7_tbg=140_sbg=105	27.95	27.25	0.6999999999999993	2.583	2.333	0.25	1	140	105				0	6	0.392242796927378	0	0.392242796927378
586	icgm_analysis_coastal_vp_1_80a5c60283c2b095d69cca4f64c26e2564958a07e2f0e19fafd073ed47d2b5e7_tbg=140_sbg=110	28.09	27.25	0.8399999999999999	2.583	2.333	0.25	1	140	110				0	6	0.4029168778222422	0	0.4029168778222422
587	icgm_analysis_coastal_vp_1_80a5c60283c2b095d69cca4f64c26e2564958a07e2f0e19fafd073ed47d2b5e7_tbg=140_sbg=115	27.8	27.25	0.5500000000000007	2.583	2.333	0.25	1	140	115				0	6	0.4049340660026423	0	0.4049340660026423
588	icgm_analysis_coastal_vp_1_80a5c60283c2b095d69cca4f64c26e2564958a07e2f0e19fafd073ed47d2b5e7_tbg=140_sbg=120	27.36	27.25	0.10999999999999943	2.583	2.333	0.25	1	140	120				0	6	0.4112261493410749	0	0.4112261493410749
589	icgm_analysis_coastal_vp_1_80a5c60283c2b095d69cca4f64c26e2564958a07e2f0e19fafd073ed47d2b5e7_tbg=140_sbg=125	27.41	27.25	0.16000000000000014	2.583	2.333	0.25	1	140	125				0	6	0.4027089906156729	0	0.4027089906156729
590	icgm_analysis_coastal_vp_1_80a5c60283c2b095d69cca4f64c26e2564958a07e2f0e19fafd073ed47d2b5e7_tbg=140_sbg=130	28.35	27.25	1.1000000000000014	2.583	2.333	0.25	1	140	130				0	6	0.4281158081796979	0	0.4281158081796979
591	icgm_analysis_coastal_vp_1_80a5c60283c2b095d69cca4f64c26e2564958a07e2f0e19fafd073ed47d2b5e7_tbg=140_sbg=135	28.35	27.25	1.1000000000000014	2.333	2.333	0.0	1	140	135				0	6	0.3662177506250225	0	0.3662177506250225
592	icgm_analysis_coastal_vp_1_80a5c60283c2b095d69cca4f64c26e2564958a07e2f0e19fafd073ed47d2b5e7_tbg=140_sbg=140	27.25	27.25	0.0	2.333	2.333	0.0	1	140	140				0	6	0.3982469832186607	0	0.3982469832186607
593	icgm_analysis_coastal_vp_1_80a5c60283c2b095d69cca4f64c26e2564958a07e2f0e19fafd073ed47d2b5e7_tbg=140_sbg=145	29.79	27.25	2.539999999999999	2.333	2.333	0.0	1	140	145				0	6	0.3972774704867624	0	0.3972774704867624
594	icgm_analysis_coastal_vp_1_80a5c60283c2b095d69cca4f64c26e2564958a07e2f0e19fafd073ed47d2b5e7_tbg=140_sbg=150	29.33	27.25	2.0799999999999983	2.417	2.333	0.08399999999999963	1	140	150				0	6	0.3956041939737117	0	0.3956041939737117
595	icgm_analysis_coastal_vp_1_80a5c60283c2b095d69cca4f64c26e2564958a07e2f0e19fafd073ed47d2b5e7_tbg=140_sbg=155	33.25	27.25	6.0	2.167	2.333	-0.16600000000000037	1	140	155				0	6	0.3210364297482617	0	0.3210364297482617
596	icgm_analysis_coastal_vp_1_80a5c60283c2b095d69cca4f64c26e2564958a07e2f0e19fafd073ed47d2b5e7_tbg=140_sbg=160	36.33	27.25	9.079999999999998	2.25	2.333	-0.08300000000000018	1	140	160				0	6	0.3883469465839836	0	0.3883469465839836
597	icgm_analysis_coastal_vp_1_80a5c60283c2b095d69cca4f64c26e2564958a07e2f0e19fafd073ed47d2b5e7_tbg=140_sbg=165	38.64	27.25	11.39	2.167	2.333	-0.16600000000000037	1	140	165				0	6	0.3179290382694218	0	0.3179290382694218
598	icgm_analysis_coastal_vp_1_80a5c60283c2b095d69cca4f64c26e2564958a07e2f0e19fafd073ed47d2b5e7_tbg=140_sbg=170	36.51	27.25	9.259999999999998	2.25	2.333	-0.08300000000000018	1	140	170				0	6	0.3786369791007422	0	0.3786369791007422
599	icgm_analysis_coastal_vp_1_80a5c60283c2b095d69cca4f64c26e2564958a07e2f0e19fafd073ed47d2b5e7_tbg=140_sbg=175	34.32	27.25	7.07	2.167	2.333	-0.16600000000000037	1	140	175				0	6	0.3393374436983952	0	0.3393374436983952
600	icgm_analysis_coastal_vp_1_80a5c60283c2b095d69cca4f64c26e2564958a07e2f0e19fafd073ed47d2b5e7_tbg=140_sbg=180	40.45	27.25	13.200000000000003	2.167	2.333	-0.16600000000000037	1	140	180				0	6	0.32493091575425	0	0.32493091575425
601	icgm_analysis_coastal_vp_1_80a5c60283c2b095d69cca4f64c26e2564958a07e2f0e19fafd073ed47d2b5e7_tbg=140_sbg=185	40.48	27.25	13.229999999999997	2.25	2.333	-0.08300000000000018	1	140	185				0	6	0.3326726344305167	0	0.3326726344305167
602	icgm_analysis_coastal_vp_1_80a5c60283c2b095d69cca4f64c26e2564958a07e2f0e19fafd073ed47d2b5e7_tbg=140_sbg=190	40.67	27.25	13.420000000000002	2.25	2.333	-0.08300000000000018	1	140	190				0	6	0.3483199895697029	0	0.3483199895697029
603	icgm_analysis_coastal_vp_1_80a5c60283c2b095d69cca4f64c26e2564958a07e2f0e19fafd073ed47d2b5e7_tbg=140_sbg=195	41.51	27.25	14.259999999999998	2.25	2.333	-0.08300000000000018	1	140	195				0	6	0.3648095035963805	0	0.3648095035963805
604	icgm_analysis_coastal_vp_1_80a5c60283c2b095d69cca4f64c26e2564958a07e2f0e19fafd073ed47d2b5e7_tbg=140_sbg=200	41.82	27.25	14.57	2.333	2.333	0.0	1	140	200				0	6	0.3716927348149242	0	0.3716927348149242
605	icgm_analysis_coastal_vp_1_80a5c60283c2b095d69cca4f64c26e2564958a07e2f0e19fafd073ed47d2b5e7_tbg=140_sbg=205	39.41	27.25	12.159999999999997	2.333	2.333	0.0	1	140	205				0	6	0.3797076796507797	0	0.3797076796507797
606	icgm_analysis_coastal_vp_1_80a5c60283c2b095d69cca4f64c26e2564958a07e2f0e19fafd073ed47d2b5e7_tbg=140_sbg=210	42.3	27.25	15.049999999999997	2.25	2.333	-0.08300000000000018	1	140	210				0	6	0.3723679984558198	0	0.3723679984558198
607	icgm_analysis_coastal_vp_1_80a5c60283c2b095d69cca4f64c26e2564958a07e2f0e19fafd073ed47d2b5e7_tbg=140_sbg=215	39.82	27.25	12.57	2.417	2.333	0.08399999999999963	1	140	215				0	6	0.3723770370050693	0	0.3723770370050693
608	icgm_analysis_coastal_vp_1_80a5c60283c2b095d69cca4f64c26e2564958a07e2f0e19fafd073ed47d2b5e7_tbg=140_sbg=220	43.76	27.25	16.509999999999998	2.333	2.333	0.0	1	140	220				0	6	0.3841937314865184	0	0.3841937314865184
609	icgm_analysis_coastal_vp_1_80a5c60283c2b095d69cca4f64c26e2564958a07e2f0e19fafd073ed47d2b5e7_tbg=140_sbg=225	43.55	27.25	16.299999999999997	2.333	2.333	0.0	1	140	225				0	6	0.3718245614398476	0	0.3718245614398476
